,id_x,location,lat_x,long_x,description,category,created_at,image_filename,user,data_id,id_y,device_name,lat_y,long_y,pm_25,pm_10,no2,co,co2,ch4,temp,rh,data_created_time,date,month,AQI
174,1049,Sector 7,28.4615894,77.014611,Waste burning ,Waste Burning,2024-11-16 15:53:11.959792,1000081897.jpg,person 12,8291653,8291653,TARA010,,,510.7,1355.8,35.0,2.0,,,28.6,36.0,2024-11-16 21:21:00,2024-11-16,2024-11,Hazardous
175,1052,Block C-1 & C-2,28.4824772,77.0138041,Block C-1 C-2 ,Vehicle Pollution,2024-11-17 07:51:26.056766,IMG20241117131936.jpg,person 25,8340888,8340888,TARA097,,,,,,2.48,,,27.0,47.0,2024-11-17 13:20:00,2024-11-17,2024-11,Hazardous
176,1056,Sector 43,28.4482909,77.0788629,Vehicle pollution ,Vehicle Pollution,2024-11-18 03:48:44.453381,1000082032.jpg,person 12,8406005,8406005,TARA010,28.486534,77.012039,1172.3,1729.8,32.4,1.33,,,27.5,40.0,2024-11-18 09:17:00,2024-11-18,2024-11,Hazardous
177,1059,Sector 41,28.4617624,77.0666998,Sector 41,Vehicle Pollution,2024-11-19 03:47:28.707788,IMG20241119091641.jpg,person 25,8480480,8480480,TARA097,28.474285,77.054977,395.3,545.2,46.0,2.14,,,24.1,42.0,2024-11-19 09:15:00,2024-11-19,2024-11,Hazardous
178,1060,Sector 5,28.4788263,77.035397,Sector 5,Vehicle Pollution,2024-11-19 05:40:42.001557,IMG20241119110933.jpg,person 25,8480744,8480744,TARA097,28.458733,77.073318,345.2,422.6,45.1,1.81,,,24.6,41.0,2024-11-19 09:20:00,2024-11-19,2024-11,Hazardous
179,1061,Sector 7,28.4701318,77.021389,Waste burning,Waste Burning,2024-11-19 05:57:42.587009,1000016999.jpg,person 14,8487744,8487744,TARA080,28.470211,77.021698,618.4,867.5,33.0,,617.0,,29.3,33.0,2024-11-19 11:26:00,2024-11-19,2024-11,Hazardous
180,1062,Sector 7,28.4687274,77.0199225,Waste burning,Waste Burning,2024-11-19 06:00:18.466055,1000082074.jpg,person 12,8487919,8487919,TARA010,28.469357,77.020531,508.5,678.3,32.0,1.03,,,29.0,30.0,2024-11-19 11:29:00,2024-11-19,2024-11,Hazardous
181,1065,Sector 25,28.4788679,77.0767725,Vehicle pollution ,Vehicle Pollution,2024-11-20 03:22:07.381308,1000082032_LfPsz21.jpg,person 12,8558393,8558393,TARA010,,,469.1,673.6,48.53,1.69,,,25.1,35.0,2024-11-20 08:51:00,2024-11-20,2024-11,Hazardous
182,1080,Block C-1 & C-2,28.4828357,77.0138041,Block C-1 C-2 ,Vehicle Pollution,2024-11-22 13:34:59.346727,IMG20241122190149.jpg,person 25,8486881,8486881,TARA097,,,810.9,1304.8,62.0,2.46,,,23.4,42.0,2024-11-19 11:11:00,2024-11-19,2024-11,Hazardous
183,1081,Sector 7,28.4625675,77.0105133,Vehicle pollution ,Vehicle Pollution,2024-11-23 02:54:50.206892,1000081245_ezZVmgr.jpg,person 12,8790710,8790710,TARA010,,,529.9,783.9,224.63,1.99,,,22.5,35.0,2024-11-23 08:23:00,2024-11-23,2024-11,Hazardous
184,1089,Block C-1 & C-2,28.4841423,77.0148684,Block C-1 C-2 ,Vehicle Pollution,2024-11-27 13:14:34.012908,IMG20241127183730.jpg,person 25,8749106,8749106,TARA097,,,428.4,578.9,84.73,2.46,,,22.0,52.0,2024-11-22 19:06:00,2024-11-22,2024-11,Hazardous
185,1096,Block C-1 & C-2,28.4836877,77.0145259,Block C-1 C-2 ,Vehicle Pollution,2024-12-01 15:12:42.676006,IMG20241201204053.jpg,person 25,8749106,8749106,TARA097,,,428.4,578.9,84.73,2.46,,,22.0,52.0,2024-11-22 19:06:00,2024-11-22,2024-11,Hazardous
186,1098,Sector 3A,28.4828197,77.0135595,Sector 3A ,Vehicle Pollution,2024-12-05 12:24:14.178127,IMG20241205175225.jpg,person 25,9733694,9733694,TARA097,,,94.5,248.1,38.3,2.14,,,22.2,35.0,2024-12-05 17:53:00,2024-12-05,2024-12,Moderate
187,1099,Sector 7,28.462762,77.0107638,Waste burning,Waste Burning,2024-12-07 12:22:40.175854,1000019388.jpg,person 14,9891308,9891308,TARA080,28.462637,77.010841,243.3,372.0,50.0,,973.0,,23.9,35.0,2024-12-07 17:49:00,2024-12-07,2024-12,Very Unhealthy
188,1109,Gurugram,28.3562432,77.0702229,Construction waste ,Construction & Demolition Waste,2024-12-18 06:25:20.172177,1000080141.jpg,person 9,10725640,10725640,TARA067,28.356321,77.07003,506.6,716.7,62.43,1.22,,,17.7,56.0,2024-12-18 11:54:00,2024-12-18,2024-12,Hazardous
189,1110,Block C-1 & C-2,28.4830774,77.0139118,Block C1 C2,Vehicle Pollution,2024-12-18 09:40:11.425453,1000008617.jpg,person 25,9733756,9733756,TARA097,,,63.4,97.1,37.87,1.83,,,22.3,35.0,2024-12-05 17:54:00,2024-12-05,2024-12,Moderate
190,1113,Block C-1 & C-2,28.4835393,77.0143692,Block C1 C2 ,Vehicle Pollution,2024-12-19 13:06:17.523977,1000008849.jpg,person 25,9733756,9733756,TARA097,,,63.4,97.1,37.87,1.83,,,22.3,35.0,2024-12-05 17:54:00,2024-12-05,2024-12,Moderate
191,1111,Sector 7,28.4626039,77.0105327,Waste burning ,Waste Burning,2024-12-19 04:18:00.700162,1000084582.jpg,person 12,10800647,10800647,TARA010,,,1388.9,1851.5,95.0,1.69,,,18.8,45.0,2024-12-19 09:47:00,2024-12-19,2024-12,Hazardous
192,1119,Block C-1 & C-2,28.4830353,77.0139395,Block C1 C2 ,Vehicle Pollution,2024-12-21 12:34:35.804056,1000008952.jpg,person 25,10981977,10981977,TARA097,,,282.4,381.7,38.37,2.42,,,18.0,55.0,2024-12-21 18:01:00,2024-12-21,2024-12,Very Unhealthy
193,1120,Sector 7,28.4625494,77.0116446,People have lit fire because of cold ,Waste Burning,2024-12-22 15:17:42.063373,1000086144.jpg,person 12,11073525,11073525,TARA010,28.462618,77.01059,453.9,557.7,48.73,1.08,,,21.4,36.0,2024-12-22 20:44:00,2024-12-22,2024-12,Hazardous
194,1122,Sector 7,28.4616584,77.009845,Vehicle Pollution ,Vehicle Pollution,2024-12-25 13:31:51.902216,1000086500.jpg,person 12,11293377,11293377,TARA010,,,314.5,425.1,93.97,1.98,,,20.0,52.0,2024-12-25 19:01:00,2024-12-25,2024-12,Hazardous
195,1123,Block C-1 & C-2,28.4833364,77.0142282,Block C1 C2 ,Vehicle Pollution,2024-12-25 13:35:52.891215,1000009216.jpg,person 25,10982284,10982284,TARA097,,,411.6,618.6,69.17,2.32,,,19.0,54.0,2024-12-21 18:06:00,2024-12-21,2024-12,Hazardous
196,1126,Sector 3A,28.4828406,77.013553,Sector 3,Vehicle Pollution,2024-12-28 12:22:45.441902,1000009530.jpg,person 25,10982284,10982284,TARA097,,,411.6,618.6,69.17,2.32,,,19.0,54.0,2024-12-21 18:06:00,2024-12-21,2024-12,Hazardous
197,1129,Block C-1 & C-2,28.4833875,77.0142477,Block C1 C2 ,Vehicle Pollution,2024-12-30 12:21:06.208581,1000009688.jpg,person 25,10982284,10982284,TARA097,,,411.6,618.6,69.17,2.32,,,19.0,54.0,2024-12-21 18:06:00,2024-12-21,2024-12,Hazardous
198,1124,Sector 7,28.462761,77.0107531,Waste burning,Waste Burning,2024-12-25 14:31:54.655324,1000023051.jpg,person 14,11296459,11296459,TARA080,,,393.3,562.6,161.53,,771.0,,18.8,62.0,2024-12-25 19:52:00,2024-12-25,2024-12,Hazardous
199,1125,Sector 7,28.4627574,77.0107591,Agarbati burned,Waste Burning,2024-12-26 13:30:23.532095,1000023166.jpg,person 14,11371978,11371978,TARA080,28.462702,77.01075,539.1,728.6,57.2,,1439.0,,19.6,62.0,2024-12-26 18:58:00,2024-12-26,2024-12,Hazardous
200,1127,Sector 7,28.4628036,77.0105649,People lit fire due to cold ,Waste Burning,2024-12-29 10:32:05.725272,1000087009.jpg,person 12,11589265,11589265,TARA010,28.462669,77.010788,211.5,285.8,93.8,1.0,,,18.3,55.0,2024-12-29 16:00:00,2024-12-29,2024-12,Very Unhealthy
201,1128,Sector 7,28.4625494,77.0116446,People lit fire due to cold ,Waste Burning,2024-12-30 08:46:44.371036,1000087077.jpg,person 12,11596874,11596874,TARA010,28.462648,77.010582,165.8,224.1,94.13,0.95,,,17.4,54.0,2024-12-29 18:10:00,2024-12-29,2024-12,Unhealthy
202,1130,Sector 7,28.4625667,77.0105385,People lit fire due to cold ,Waste Burning,2024-12-31 13:29:00.960949,1000087322.jpg,person 12,11739478,11739478,TARA010,28.462608,77.010597,322.0,440.5,100.5,1.04,,,16.8,55.0,2024-12-31 18:57:00,2024-12-31,2024-12,Hazardous
